1,1,0,1,1,1,1,1,2
1,1,0,1,1,1,1,1,2
1,1,2,0,0,0,0,0,0
1,1,2,0,0,0,0,0,0
1,1,2,0,0,0,0,0,0
1,1,2,0,0,0,0,0,0
1,1,2,0,0,0,0,0,0
1,1,2,0,0,0,0,0,0
1,1,2,0,0,0,0,0,0
1,1,2,0,0,0,0,0,0
1,1,2,0,0,0,0,0,0
1,1,2,0,0,0,0,0,0
1,1,2,0,0,0,0,0,0
1,1,2,0,0,0,0,0,0
1,1,2,0,0,0,0,0,0
1,1,2,0,0,0,0,0,0
1,1,2,0,0,0,0,0,0
1,1,2,0,0,0,0,0,0
1,1,2,0,0,0,0,0,0
1,1,2,0,0,0,0,0,0
1,1,2,0,0,0,0,0,0
1,1,2,0,0,0,0,0,0
1,1,2,0,0,0,0,0,0
1,1,2,0,0,0,0,0,0
1,1,2,0,0,0,0,0,0
1,1,2,0,0,0,0,0,0
1,1,2,0,0,0,0,0,0
1,1,2,0,0,0,0,0,0
1,1,2,0,0,0,0,0,0
1,1,2,0,0,0,0,0,0
1,1,2,0,0,0,0,0,0
1,1,2,0,0,0,0,0,0
1,1,2,0,0,0,0,0,0
1,1,2,0,0,0,0,0,0
1,1,2,0,0,0,0,0,0
1,1,2,0,0,0,0,0,0
1,1,2,0,0,0,0,0,0
1,1,2,0,0,0,0,0,0
1,1,2,0,0,0,0,0,0
1,1,2,0,0,0,0,0,0
1,1,2,0,0,0,0,0,0
1,1,2,0,0,0,0,0,0
1,1,2,0,0,0,0,0,0
1,1,2,0,0,0,0,0,0
1,1,2,0,0,0,0,0,0
1,1,2,0,0,0,0,0,0
1,1,2,0,0,0,0,0,0
1,1,2,0,0,0,0,0,0
1,1,2,0,0,0,0,0,0
1,1,2,0,0,0,0,0,0
1,1,2,0,0,0,0,0,0
1,1,2,0,0,0,0,0,0
1,1,2,0,0,0,0,0,0
1,1,2,0,0,0,0,0,0
1,1,2,0,0,0,0,0,0
1,1,2,0,0,0,0,0,0
1,1,2,0,0,0,0,0,0
1,1,2,0,0,0,0,0,0
1,1,2,0,0,0,0,0,0
1,1,2,0,0,0,0,0,0
1,1,2,0,0,0,0,0,0
1,1,2,0,0,0,0,0,0
1,1,2,0,0,0,0,0,0
1,1,2,0,0,0,0,0,0
1,1,2,0,0,0,0,0,0
1,1,2,0,0,0,0,0,0
1,1,2,0,0,0,0,0,0
1,1,2,0,0,0,0,0,0
1,2,0,1,1,1,1,1,2
1,2,0,1,1,1,1,1,2
1,2,0,1,1,1,1,1,2
1,2,0,1,1,1,1,1,2
1,2,0,1,1,1,1,1,2
1,2,0,1,1,1,1,1,2
1,2,0,1,1,1,1,1,2
1,2,0,1,1,1,1,1,2
1,2,0,1,1,1,1,1,2
1,2,0,1,1,1,1,1,2
1,2,0,1,1,1,1,1,2
1,2,0,1,1,1,1,1,2
1,2,0,1,1,1,1,1,2
1,2,3,0,0,0,0,0,0
1,2,3,0,0,0,0,0,0
1,2,3,0,0,0,0,0,0
1,2,3,1,0.00025039,0.00025052,0.00022389,1,0
1,2,3,0,0,0,0,0,0
1,2,3,0,0,0,0,0,0
1,2,3,0,0,0,0,0,0
1,2,3,0,0,0,0,0,0
1,2,3,0,0,0,0,0,0
1,2,3,1,0.0024198,0.0024204,0.0019515,1,0
1,2,3,0,0,0,0,0,0
1,2,3,0,0,0,0,0,0
1,2,3,0,0,0,0,0,0
1,2,3,0,0,0,0,0,0
1,2,3,0,0,0,0,0,0
1,2,3,0,0,0,0,0,0
1,2,3,1,2.2717e-09,2.312e-09,4.2242e-09,1,0
1,2,3,0,0,0,0,0,0
1,2,3,0,0,0,0,0,0
1,2,3,0,0,0,0,0,0
1,2,3,0,0,0,0,0,0
1,2,3,0,0,0,0,0,0
1,2,3,0,0,0,0,0,0
1,2,3,0,0,0,0,0,0
1,2,3,0,0,0,0,0,0
1,2,3,0,0,0,0,0,0
1,2,3,1,4.6792e-06,4.6826e-06,3.4578e-06,1,0
1,2,3,0,0,0,0,0,0
1,2,3,0,0,0,0,0,0
1,2,3,0,0,0,0,0,0
1,2,3,1,1.1817e-05,1.1834e-05,1.1636e-05,1,0
1,2,3,0,0,0,0,0,0
1,2,3,0,0,0,0,0,0
1,2,3,0,0,0,0,0,0
1,2,3,0,0,0,0,0,0
1,2,3,1,0.26943,0.26943,0.18103,1,0
1,2,3,0,0,0,0,0,0
1,2,3,0,0,0,0,0,0
1,2,3,0,0,0,0,0,0
1,2,3,0,0,0,0,1,0
1,2,3,0,0,0,0,0,0
1,2,3,1,0.88962,0.88962,0.85245,0,0
1,2,3,0,0,0,0,0,0
1,2,3,0,0,0,0,0,0
1,2,3,1,0.041311,0.041315,0.031243,1,0
1,2,3,0,0,0,0,0,0
1,2,3,0,0,0,0,0,0
1,2,3,0,0,0,0,0,0
1,2,3,0,0,0,0,0,0
1,2,3,0,0,0,0,0,0
1,2,3,0,0,0,0,0,0
1,2,3,0,0,0,0,0,0
1,2,3,0,0,0,0,0,0
1,2,3,1,0.47025,0.47027,0.38601,1,0
1,2,3,0,0,0,0,0,0
1,2,3,0,0,0,0,0,0
1,2,3,0,0,0,0,0,0
1,2,3,1,7.3275e-14,7.6272e-14,2.3526e-13,1,0
1,2,3,1,3.1296e-09,3.134e-09,2.2045e-09,1,0
1,2,3,0,0,0,0,0,0
1,2,3,0,0,0,0,0,0
1,2,3,1,0.9892,0.9892,0.98526,0,0
1,2,3,0,0,0,0,0,0
1,2,3,0,0,0,0,0,0
1,2,3,1,2.0693e-05,2.0697e-05,1.5725e-05,1,0
1,2,3,0,0,0,0,0,0
1,2,3,0,0,0,0,0,0
1,2,3,0,0,0,0,0,0
1,2,3,0,0,0,0,0,0
1,2,3,0,0,0,0,0,0
1,2,3,0,0,0,0,0,0
