1,1,0,0,0,0,0,0,2
1,1,0,0,0,0,0,0,2
1,2,0,0,6.8482e-10,6.8482e-10,1.871e-10,0,2
1,2,0,0,1,1,1,0,2
1,2,0,0,1,1,1,0,2
1,2,0,0,0.00011893,0.00011893,0.0001906,0,2
1,2,0,0,2.31e-09,2.31e-09,6.991e-09,0,2
1,2,0,0,0,0,0,0,2
1,2,0,0,0,0,0,0,2
1,2,0,0,0,0,0,0,2
1,2,0,0,0,0,0,0,2
1,2,0,0,0,0,0,0,2
1,2,0,0,0,0,0,0,2
1,2,0,0,0,0,0,0,2
1,2,0,0,1.1102e-16,1.1102e-16,0,0,2
1,3,7,0,0,0,0,1,1
1,3,7,0,0,0,0,0,1
1,3,7,0,0,0,0,1,1
1,3,7,0,0,0,0,1,1
1,3,7,0,0,0,0,0,1
1,3,7,0,0,0,0,1,1
1,3,7,0,0,0,0,0,1
1,3,7,0,0,0,0,1,1
1,3,7,0,0,0,0,0,1
1,3,7,0,0,0,0,0,1
1,3,7,0,0,0,0,0,1
1,3,7,0,0,0,0,1,1
1,3,7,0,0,0,0,0,1
1,3,7,0,0,0,0,0,1
1,3,7,0,0,0,0,1,1
1,3,7,0,0,0,0,1,1
1,3,7,0,0,0,0,0,1
1,3,7,0,0,0,0,1,1
1,3,7,0,0,0,0,1,1
1,3,7,0,0,0,0,0,1
1,3,7,0,0,0,0,1,1
1,3,7,0,0,0,0,1,1
1,3,7,0,0,0,0,1,1
1,3,7,0,0,0,0,0,1
1,3,7,0,0,0,0,0,1
1,3,7,0,0,0,0,1,1
1,3,7,0,0,0,0,1,1
1,3,7,0,0,0,0,1,1
1,3,7,0,0,0,0,1,1
1,3,7,0,0,0,0,0,1
1,3,7,0,0,0,0,0,1
1,3,7,0,0,0,0,0,1
1,3,7,0,0,0,0,0,1
1,3,7,0,0,0,0,0,1
1,3,7,0,0,0,0,0,1
1,3,7,0,0,0,0,1,1
1,3,7,0,0,0,0,1,1
1,3,7,0,0,0,0,0,1
1,3,7,0,0,0,0,0,1
1,3,7,0,0,0,0,1,1
1,3,7,0,0,0,0,1,1
1,3,7,0,0,0,0,1,1
1,3,7,0,0,0,0,0,1
1,3,7,0,0,0,0,1,1
1,3,7,0,0,0,0,0,1
1,3,7,0,0,0,0,0,1
1,3,7,0,0,0,0,1,1
1,3,7,0,0,0,0,0,1
1,4,0,1,1,1,1,1,2
1,4,0,1,1,1,1,1,2
1,4,0,1,1,1,1,1,2
1,4,0,1,1,1,1,1,2
1,4,0,1,1,1,1,1,2
1,4,0,1,1,1,1,1,2
1,4,0,1,1,1,1,1,2
1,4,8,0,0,0,0,0,0
1,4,8,0,0,0,0,0,0
1,4,8,0,0,0,0,1,0
1,4,8,0,0,0,0,0,0
1,4,8,0,0,0,0,0,0
1,4,8,0,0,0,0,0,0
1,4,8,0,0.056292,0.056175,0.71373,1,0
1,4,8,0,0.99958,0.99958,0.99984,1,0
1,4,8,0,0,0,0,0,0
1,4,8,0,1,1,1,0,0
1,4,8,0,0,0,0,0,0
1,4,8,0,0,0,0,0,0
1,4,8,0,0,0,0,0,0
1,4,8,0,0,0,0,0,0
1,4,8,0,0,0,0,0,0
1,4,8,0,0,0,0,0,0
1,4,8,0,0,0,0,0,0
1,4,8,0,0.97487,0.97484,0.99668,0,0
1,4,8,0,0,0,0,0,0
1,4,8,0,0,0,0,0,0
1,4,8,0,0,0,0,0,0
1,4,8,0,2.6777e-05,2.6784e-05,0.003323,0,0
1,4,8,0,0,0,0,0,0
1,4,8,0,0,0,0,0,0
1,4,8,0,1.473e-07,1.4734e-07,1.1279e-05,0,0
1,4,8,0,0,0,0,0,0
1,4,8,0,0,0,0,0,0
1,4,8,0,0.0022757,0.0022771,0.16512,1,0
1,4,8,0,0.99998,0.99998,1,0,0
1,4,8,0,3.7361e-05,3.7394e-05,0.0014257,1,0
